source_id,source_type,agency,title,url,retrieved_at,confidence,use
census-collin-county,geometry,U.S. Census Bureau,TIGERweb Current Counties,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/tigerWMS_Current/MapServer/82,2026-08-02,high,"Official county boundary for Census GEOID 48085."
collin-county-sheriff-biography,current_officeholder_and_term_history,Collin County Sheriff's Office,The Sheriff,https://www.collincountytx.gov/sheriff/about/the-sheriff,2026-08-02,high,"Current official biography identifies Jim Skinner as Collin County Sheriff and states that he took office January 1, 2017."
collin-county-sheriff-media-2026,current_officeholder_cross_check,Collin County Sheriff's Office,Media Relations,https://www.collincountytx.gov/sheriff/services/media-relations,2026-08-02,high,"Current 2026 Sheriff's Office releases repeatedly identify Jim Skinner as Collin County Sheriff."
collin-county-bail-bond-board,current_officeholder_cross_check,Collin County Bail Bond Board,Members,https://www.collincountytx.gov/government/boards/bail-bond-board/members,2026-08-02,high,"Current Bail Bond Board membership independently identifies Sheriff Jim Skinner and County Clerk Stacey Kemp in their elected roles."
collin-county-county-clerk-home,current_officeholder,Collin County Clerk,County Clerk,https://www.collincountytx.gov/county-clerk/,2026-08-02,high,"Current County Clerk homepage identifies County Clerk Stacey Kemp."
collin-county-county-clerk-record-request,current_officeholder_cross_check,Collin County Clerk,County Clerk Record Request Form,https://apps.collincountytx.gov/Forms/CCRREQPROD,2026-08-02,high,"Current official records form independently identifies Stacey Kemp as County Clerk."
collin-county-district-clerk-office,office_structure,Collin County District Clerk,District Clerk,https://www.collincountytx.gov/District-Clerk,2026-08-02,high,"Current office page defines the District Clerk as an elected four-year constitutional office and describes its current duties."
collin-county-district-clerk-2026-audit,current_officeholder_cross_check,Collin County Auditor,First Quarter FY2026 District Clerk Compliance Audit,https://eagenda.collincountytx.gov/print_all.cfm?id=&reloaded=true&seq=3232,2026-08-02,high,"Current 2026 Commissioners Court audit material independently identifies Michael Gould as District Clerk."
collin-county-tax-portal,current_officeholder,Collin County Tax Office,Tax Office,https://taxpublic.collincountytx.gov/,2026-08-02,high,"Current 2026 tax portal identifies Scott Grigg as Collin County Tax Assessor-Collector."
collin-county-tax-assessor-announcement,current_officeholder_and_term_history,Collin County Public Information Office,Introducing Scott Grigg New Tax Assessor-Collector,https://www.collincountytx.gov/details?news=d938f04d-a72d-4fa2-8b91-3ac044832b08&title=Introducing-Scott-Grigg%2C-New-Tax-Assessor-Collector-for-Collin-County,2026-08-02,high,"Official county announcement identifies Scott Grigg as Tax Assessor-Collector and states that his term began January 1, 2025."
texas-1984-collin-treasurer-abolition,abolished_office_structure,Texas Legislative Reference Library,Proposition 4 County Treasurer Abolition,https://lrl.texas.gov/legis/billsearch/amendmentDetails.cfm?amendmentID=415&billNumberDetail=20&billTypedetail=SJR&legSession=68-0,2026-08-02,high,"Official legislative history records that Texas voters adopted Proposition 4 on November 6, 1984, abolishing the office of County Treasurer in Bexar and Collin Counties. Collin County therefore has no Treasurer vacancy or current elected Treasurer office."
collin-county-county-clerk-treasury,treasury_function_assignment,Collin County Clerk,Treasury,https://www.collincountytx.gov/county-clerk/treasury,2026-08-02,high,"Current County Clerk Treasury division accounts for county monies, deposits funds, processes disbursements directed by the Auditor and Commissioners Court, and reconciles treasury bank accounts. It is a functional division, not a separate elected office."
